gender,category,image,brand,description,price,discount,url,rating,reviews
F,ethnic-tops,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/11516042/2020/2/28/15c1fb4f-585b-4844-8059-93f1ad548c711582890744059-ADA-Women-Black--Grey-Chikankari-Hand-Embroidered-Kurti-8261-1.jpg",Anubhutee,Women Ethnic Motifs Printed Straight Kurti,Rs. 554,(Rs. 945 OFF),https://www.myntra.com/kurtis/anubhutee/anubhutee-women-teal-blue--beige-ethnic-motifs-printed-straight-kurti/15636004/buy,4.1,383 Verified Buyers
F,ethnic-tops,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/8802657/2019/5/14/be647a75-c370-4277-bfbc-91294ec41f391557833760502-Band-Collar-Self-Textured-Cotton-Top-With-Color-Blocking-Det-1.jpg",ADA,Chikankari Embroidered Sustainable Pure Cotton Kurti,,0,https://www.myntra.com/kurtis/ada/ada-women-black--grey-chikankari-hand-embroidered-pure-cotton-straight-sustainable-kurti/11516042/buy,4.6,16 Verified Buyers
F,ethnic-tops,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/11535124/2020/2/27/a6a39558-504a-4361-ac36-e107f772edd91582796416831-Anubhutee-Women-Black--Golden-Printed-Straight-Kurti-7181582-1.jpg",Sangria,Pure Cotton Pleated A-Line Kurti,Rs. 899,(Rs. 600 OFF),https://www.myntra.com/kurtis/sangria/sangria-women-mustard-yellow-solid-pure-cotton-pleated-a-line-pure-cotton-kurti/8802657/buy,4.2,615 Verified Buyers
F,ethnic-tops,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/13571830/2021/3/4/a32c3112-c747-4f59-a1eb-54c4bc38f6c31614861183442-Juniper-Indigo-Cambric-Floral-Print-A-Line-Tunic-with-Hair-B-1.jpg",Anubhutee,Women Printed Straight Kurti,Rs. 563,(Rs. 636 OFF),https://www.myntra.com/kurtis/anubhutee/anubhutee-women-black--golden-printed-straight-kurti/11535124/buy,4.2,288 Verified Buyers
F,ethnic-tops,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/12436348/2020/9/17/4d1b704c-a935-4109-8a2c-933d45ad28e01600326180167KurtasBibaWomenKurtaSetsBibaWomenKurtaSetsBibaWomenKurtaSets1.jpg",Juniper,Pure Cotton Printed Tunic,Rs. 719,(Rs. 780 OFF),https://www.myntra.com/tunics/juniper/juniper-womens-navy-blue--white-pure-cotton-printed-tunic/13571830/buy,4.3,1.1k Verified Buyers
F,ethnic-tops,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/15595878/2021/9/23/71ca543d-3128-414f-be26-baf947b8e2a11632409983229WomenBurgundyPrintedTunicWithThreeQuarterSleeves1.jpg",Biba,Women Solid Straight Kurti,Rs. 649,(35% OFF),https://www.myntra.com/kurtis/biba/biba-women-off-white-solid-straight-kurti/12436348/buy,4.4,420 Verified Buyers
F,ethnic-tops,,Nayo,Burgundy & Red Printed Tunic,Rs. 539,(Rs. 660 OFF),https://www.myntra.com/tunics/nayo/nayo-burgundy--red-cotton-printed-tunic/15595878/buy,4.4,236 Verified Buyers
F,ethnic-tops,,Vishudh,Striped Tunic,Rs. 461,(Rs. 638 OFF),https://www.myntra.com/tunics/vishudh/vishudh-women-black--off-white-striped-tunic/13481968/buy,3.5,15 Verified Buyers
F,ethnic-tops,,Anubhutee,Women Printed Straight Kurti,Rs. 494,(Rs. 605 OFF),https://www.myntra.com/kurtis/anubhutee/anubhutee-women-maroon--golden-printed-straight-kurti/11535110/buy,4.3,242 Verified Buyers
F,ethnic-tops,,Silai Bunai,Printed Pure Cotton Pure Cotton Straight Kurti,Rs. 584,(Rs. 715 OFF),https://www.myntra.com/kurtis/silai-bunai/silai-bunai-women-green--navy-printed-pure-cotton-straight-kurti/11638518/buy,4.2,361 Verified Buyers
F,ethnic-tops,,Aprique FAB,Women Solid Straight Kurti,Rs. 599,(Rs. 900 OFF),https://www.myntra.com/kurtis/aprique-fab/aprique-fab-women-blue-solid-straight-kurti/12647894/buy,4.4,467 Verified Buyers
F,ethnic-tops,,Juniper,Polka Printed Tunic,Rs. 779,(Rs. 520 OFF),https://www.myntra.com/tunics/juniper/juniper-womens-blue--golden-polka-printed-tunic/13571828/buy,4.1,171 Verified Buyers
F,ethnic-tops,,Vishudh,Embroidered Longline Top,Rs. 769,(Rs. 630 OFF),https://www.myntra.com/tops/vishudh/vishudh-women-yellow-embroidered-a-line-longline-top/12735578/buy,4.3,131 Verified Buyers
F,ethnic-tops,,HERE&NOW,Printed Straight Kurti,Rs. 799,(Rs. 1200 OFF),https://www.myntra.com/kurtis/herenow/herenow-women-black--red-printed-straight-kurti/10492734/buy,4.2,62 Verified Buyers
F,ethnic-tops,,Anubhutee,Printed Straight Kurti,Rs. 539,(Rs. 660 OFF),https://www.myntra.com/kurtis/anubhutee/anubhutee-women-blue--golden-printed-straight-kurti-/13021468/buy,4.3,225 Verified Buyers
F,ethnic-tops,,Anubhutee,Women Printed Straight Kurti,Rs. 527,(Rs. 572 OFF),https://www.myntra.com/kurtis/anubhutee/anubhutee-women-charcoal-grey--red-printed-straight-kurti/10513934/buy,4,120 Verified Buyers
F,ethnic-tops,,Indietoga,Solid Kurti,Rs. 744,(Rs. 1739 OFF),https://www.myntra.com/kurtis/indietoga/indietoga-women-sea-green-solid-kurti/12886974/buy,4.1,612 Verified Buyers
F,ethnic-tops,,Anouk,Striped Regular Crop Top,Rs. 449,(50% OFF),https://www.myntra.com/tops/anouk/anouk-women-olive-green-striped-regular-crop-top/12135342/buy,4.3,178 Verified Buyers
F,ethnic-tops,,Bhama Couture,Embroidered Pure Cotton Straight Kurti,Rs. 759,(Rs. 1240 OFF),https://www.myntra.com/kurtis/bhama-couture/bhama-couture-women-mustard-yellow--off-white-embroidered-pure-cotton-straight-kurti/12795848/buy,4.2,377 Verified Buyers
F,ethnic-tops,,Rain & Rainbow,Women Printed Straight Kurti,Rs. 1046,(30% OFF),https://www.myntra.com/kurtis/rain--rainbow/rain--rainbow-women-grey--pink-printed-straight-kurti/10889294/buy,4.2,177 Verified Buyers
F,ethnic-tops,,INDYA,Women Embellished Regular Top,Rs. 700,(Rs. 700 OFF),https://www.myntra.com/tops/indya/indya-women-yellow-embellished-regular-crop-top/14799292/buy,4.4,177 Verified Buyers
F,ethnic-tops,,Juniper,Women Printed Tunic,Rs. 939,(Rs. 1060 OFF),https://www.myntra.com/tunics/juniper/juniper-women-green--white-printed-tunic/13764350/buy,4.7,3 Verified Buyers
F,ethnic-tops,,Sangria,Women Cotton Bell Sleeves Top,Rs. 849,(Rs. 850 OFF),https://www.myntra.com/tops/sangria/sangria-women-red-mandarin-collar-bell-sleeves-pure-cotton-top/13321360/buy,4.3,122 Verified Buyers
F,ethnic-tops,,House of Pataudi,Lace Detailed Straight Kurti,Rs. 714,(35% OFF),https://www.myntra.com/kurtis/house-of-pataudi/house-of-pataudi-women-teal-green-solid-straight-kurti-with-lace-detailing/12505822/buy,4.2,159 Verified Buyers
F,ethnic-tops,,INDYA,Solid Fitted Crop Top,Rs. 650,(Rs. 650 OFF),https://www.myntra.com/tops/indya/indya-women-green-solid-fitted-crop-top/12527956/buy,4.5,116 Verified Buyers
F,ethnic-tops,,Fabindia,Printed Detail Tasselled Top,,0,https://www.myntra.com/tops/fabindia/fabindia-burgundy-printed-detail-tasselled-top/15669688/buy,4.5,105 Verified Buyers
F,ethnic-tops,,Taavi,Indigo Block Print Pure Cotton Top,Rs. 899,(Rs. 600 OFF),https://www.myntra.com/tops/taavi/taavi-women-blue--white-indigo-hand-block-print-high-low-sustainable-pure-cotton-top-with-gathers-detail/8860715/buy,,
F,ethnic-tops,,Vishudh,Printed A-Line Pure Cotton Top,Rs. 360,(Rs. 589 OFF),https://www.myntra.com/tops/vishudh/vishudh-women-yellow-printed-a-line-pure-cotton-top/12822702/buy,4.3,428 Verified Buyers
F,ethnic-tops,,INDYA,Women Floral Chikankari Kurti,,0,https://www.myntra.com/kurtis/indya/indya-women-burgundy--maroon-floral-embroidered-chikankari-kurti/13725216/buy,4.1,154 Verified Buyers
F,ethnic-tops,,Fabindia,Dual-Toned Pleated A-Line Top,,0,https://www.myntra.com/tops/fabindia/fabindia-purple--beige-dual-toned-pure-cotton-pleated-a-line-top/15669664/buy,3.7,15 Verified Buyers
F,ethnic-tops,,YASH GALLERY,Plus Size Floral Print Kurti,Rs. 741,(Rs. 658 OFF),https://www.myntra.com/kurtis/yash-gallery/yash-gallery-plus-size-green--off-white-floral-print-bell-sleeves-kurti/13994592/buy,,
F,ethnic-tops,,Libas,Pure Cotton A-line Kurti,Rs. 779,(Rs. 520 OFF),https://www.myntra.com/kurtis/libas/libas-maroon-v-neck-pure-cotton-a-line-kurti/14502158/buy,4.7,12 Verified Buyers
F,ethnic-tops,,Sangria,Women Cotton Bell Sleeves Top,Rs. 849,(Rs. 850 OFF),https://www.myntra.com/tops/sangria/sangria-women-yellow-mandarin-collar-bell-sleeves-pure-cotton-top/13321366/buy,3.6,15 Verified Buyers
F,ethnic-tops,,Tissu,Floral Printed Kurti,Rs. 549,(45% OFF),https://www.myntra.com/kurtis/tissu/tissu-maroon--white-floral-printed-kurti/12971354/buy,4.2,174 Verified Buyers
F,ethnic-tops,,Anubhutee,Printed Straight Kurti,Rs. 545,(Rs. 754 OFF),https://www.myntra.com/kurtis/anubhutee/anubhutee-women-navy--white-printed-straight-kurti/12797368/buy,4.3,197 Verified Buyers
F,ethnic-tops,,Juniper,Rayon Slub Asymmetric Kurti,Rs. 681,(35% OFF),https://www.myntra.com/kurtis/juniper/juniper-women-green-rayon-slub-asymmetric-a-line-kurti/11478478/buy,4.3,127 Verified Buyers
F,ethnic-tops,,Anubhutee,Women Printed Kurti,Rs. 449,(50% OFF),https://www.myntra.com/kurtis/anubhutee/anubhutee-women-blue--golden-printed-kurti-/10890042/buy,4.3,170 Verified Buyers
F,ethnic-tops,,Rain & Rainbow,Printed A-Line Tunic,Rs. 1046,(30% OFF),https://www.myntra.com/tunics/rain--rainbow/rain--rainbow-blue--orange-printed-a-line-tunic/9035869/buy,4.4,283 Verified Buyers
F,ethnic-tops,,Vishudh,Women Printed Tunic,Rs. 472,(Rs. 577 OFF),https://www.myntra.com/tunics/vishudh/vishudh-women-grey-printed-tunic/13634864/buy,4,546 Verified Buyers
F,ethnic-tops,,Anubhutee,Women Printed Straight Kurti,Rs. 563,(Rs. 636 OFF),https://www.myntra.com/kurtis/anubhutee/anubhutee-women-black--blue-printed-straight-kurti/11535128/buy,4.1,412 Verified Buyers
F,ethnic-tops,,Bhama Couture,Self Design Wrap Top,Rs. 593,(Rs. 1206 OFF),https://www.myntra.com/tops/bhama-couture/bhama-couture-women-black--golden-self-design-wrap-top/12151822/buy,4.1,613 Verified Buyers
F,ethnic-tops,,HERE&NOW,Quriky Print Pintucks Pure Cotton Top,Rs. 854,(Rs. 1045 OFF),https://www.myntra.com/tops/herenow/herenow-women-navy-blue--golden-quriky-print-pintucks-detail-pure-cotton-top/12183652/buy,4.3,151 Verified Buyers
F,ethnic-tops,,Rudra Bazaar,Ethnic Motifs Printed Kurti,Rs. 799,(Rs. 1200 OFF),https://www.myntra.com/kurtis/rudra-bazaar/rudra-bazaar-women-blue-ethnic-motifs-printed-kurti/15543700/buy,4.1,176 Verified Buyers
F,ethnic-tops,,Fabriko,Geometric Printed Kurti,Rs. 499,(Rs. 1500 OFF),https://www.myntra.com/kurtis/fabriko/fabriko-grey--beige-geometric-printed-kurti/15283218/buy,,
F,ethnic-tops,,FABRIC FITOOR,Bandhani Printed A-Line Pure Cotton Top,Rs. 713,(Rs. 1386 OFF),https://www.myntra.com/tops/fabric-fitoor/fabric-fitoor-women-pink--white-bandhani-printed-a-line-pure-cotton-top/12103838/buy,4.3,8 Verified Buyers
F,ethnic-tops,,Anubhutee,Printed Straight Kurti,Rs. 499,(50% OFF),https://www.myntra.com/kurtis/anubhutee/anubhutee-orange--golden-printed-straight-kurti/10613248/buy,4.1,209 Verified Buyers
F,ethnic-wear,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/10356511/2019/8/8/a28f9ccb-c0d7-4e66-87f0-e639f157ff2d1565263388836-Libas-Women-Kurta-Sets-571565263387250-1.jpg",Nayo,Printed Kurta with Trousers & Dupatta,Rs. 1479,(Rs. 2220 OFF),,4.3,2.8k Verified Buyers
F,ethnic-wear,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/2322979/2018/2/13/11518506064968-Anouk-Women-Peach-Coloured-Printed-Straight-Kurta-6851518506064751-1.jpg",Libas,Ethnic Print Kurta Set,Rs. 1319,(Rs. 1080 OFF),https://www.myntra.com/kurta-sets/libas/libas-women-beige-ethnic-print-straight-kurta-set-with-side-pockets/10356511/buy,,
F,ethnic-wear,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/13515828/2021/3/9/3c9ae2a6-d702-460e-8112-fe9327794a891615295030445IndoEraNavyBlueSolidStraightKurtaTrouserWithDupattaSets1.jpg",Anouk,Printed Straight Kurta,Rs. 1079,(Rs. 720 OFF),https://www.myntra.com/kurtas/anouk/anouk-women-pink-printed-straight-kurta/2322979/buy,4.1,11.9k Verified Buyers
F,ethnic-wear,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/10942370/2019/11/19/3cfdd561-ad23-4ee4-8187-de635252a15e1574150056042-Anubhutee-Women-Navy-Blue--Off-White-Yoke-Design-Kurta-with--1.jpg",Indo Era,Printed Kurta with Trousers & Dupatta,Rs. 1559,(Rs. 2440 OFF),https://www.myntra.com/kurta-sets/indo-era/indo-era-women-navy-blue-printed-kurta-with-trousers--dupatta/13515828/buy,3.9,14.2k Verified Buyers
F,ethnic-wear,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/15649434/2021/9/28/76410e4b-5aee-488e-ac3d-c4d6042fdd3d1632825929628AnubhuteeWomenNavyBlueEthnicMotifsPanelledKurtiwithChuridarW1.jpg",Anubhutee,Ethnic Embroidered Kurta Set,Rs. 989,(Rs. 1210 OFF),https://www.myntra.com/kurta-sets/anubhutee/anubhutee-women-navy-blue-paisley-floral-embroidery-kurta-set/10942370/buy,4.3,4.9k Verified Buyers
F,ethnic-wear,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2020/10/14/138821d7-96e5-4972-9c09-6bbe7026828e1602633543475-1.jpg",Anubhutee,Women Kurta Set with Dupatta,Rs. 1331,(Rs. 2268 OFF),https://www.myntra.com/kurta-sets/anubhutee/anubhutee-women-navy-blue-ethnic-motifs-panelled-kurta-with-trousers--dupatta/15649434/buy,4.4,17.4k Verified Buyers
F,ethnic-wear,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/11056866/2019/12/9/67a0d919-cbca-4d89-a8f1-6a25c9e9305c1575891613300-Round-NeckWith--34th-Sleeve-Straight-Floral-print-Crepe-Kurt-1.jpg",GERUA,Printed Kurta with Palazzos & Dupatta,Rs. 1649,(Rs. 1350 OFF),https://www.myntra.com/kurta-sets/gerua/gerua-women-peach-coloured--off-white-printed-kurta-with-palazzos--dupatta/12746042/buy,3.6,90 Verified Buyers
F,ethnic-wear,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/10356859/2019/8/8/b783aef9-c902-462e-af73-de159bfd011c1565256752191-Libas-Women-Kurta-Sets-2081565256750830-1.jpg",ZIYAA,Floral Leafy Foil Kurta Set,Rs. 863,(Rs. 1605 OFF),https://www.myntra.com/kurta-sets/ziyaa/ziyaa-floral-leafy-foil-print-kurta-set/11056866/buy,4.3,2.6k Verified Buyers
F,ethnic-wear,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/10941776/2019/11/19/2fbc5620-1157-42b0-81e8-718f590cd0bb1574139593329-Anubhutee-Women-Kurtas-6991574139591546-1.jpg",Libas,Floral Cotton Kurta Set,Rs. 1249,(Rs. 1250 OFF),https://www.myntra.com/kurta-sets/libas/libas-floral-bliss-side-pocket-cotton-kurta-set/10356859/buy,3.5,12.2k Verified Buyers
F,ethnic-wear,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/13027852/2020/12/18/e5740785-849e-4cbd-8d3b-78d38d9abd4d1608288067857YurisBlackWhitePrintedKurtaWithPalazooDupatta1.jpg",Anubhutee,Printed Straight Kurta,Rs. 558,(Rs. 741 OFF),https://www.myntra.com/kurtas/anubhutee/anubhutee-women-pink--golden-printed-straight-kurta/10941776/buy,4,8.9k Verified Buyers
F,ethnic-wear,,Yuris,Kurta with Trousers & Dupatta,Rs. 1375,(Rs. 2924 OFF),https://www.myntra.com/kurta-sets/yuris/yuris-women-black--white-pure-cotton-printed-kurta-with-trousers--dupatta/13027852/buy,4.2,5.2k Verified Buyers
F,ethnic-wear,,Ahalyaa,Printed Kurta with Trousers,Rs. 1595,(Rs. 3905 OFF),https://www.myntra.com/kurta-sets/ahalyaa/ahalyaa-women-burgundy--golden-printed-kurta-with-trousers/13769394/buy,4.4,3.1k Verified Buyers
F,ethnic-wear,,HERE&NOW,Women Yoke Design Kurta,Rs. 1099,(Rs. 1100 OFF),https://www.myntra.com/kurtas/herenow/herenow-women-yellow-yoke-design-thread-work-a-line-kurta/14707840/buy,4,795 Verified Buyers
F,ethnic-wear,,AHIKA,Printed Straight Kurta,Rs. 688,(Rs. 662 OFF),https://www.myntra.com/kurtas/ahika/ahika-women-black--green-printed-straight-kurta/11056154/buy,3.8,62 Verified Buyers
F,ethnic-wear,,GoSriKi,Kurta with Trousers & Dupatta,Rs. 1078,(Rs. 2918 OFF),https://www.myntra.com/kurta-sets/gosriki/gosriki-women-pink-printed-regular-pure-cotton-kurta-with-trousers--with-dupatta/15244796/buy,4,12.5k Verified Buyers
F,ethnic-wear,,mokshi,Striped Kurta with Trousers,Rs. 944,(Rs. 1755 OFF),https://www.myntra.com/kurta-sets/mokshi/mokshi-women-navy-blue--golden-striped-kurta-with-trousers/13451930/buy,3.7,1.4k Verified Buyers
F,ethnic-wear,,InWeave,Ethnic Motifs Viscose Rayon Kurta Set,Rs. 3833,(Rs. 1566 OFF),https://www.myntra.com/kurta-sets/inweave/inweave-ethnic-motifs-viscose-rayon-kurta-set/15448026/buy,4.3,1.9k Verified Buyers
F,ethnic-wear,,Ishin,Women Printed Kurta with Palazzos,Rs. 1487,(Rs. 912 OFF),https://www.myntra.com/kurta-sets/ishin/ishin-women-green--golden-printed-kurta-with-palazzos/8457929/buy,3.8,51 Verified Buyers
F,ethnic-wear,,Varanga,Chanderi Yoke Design Kurta Set,Rs. 2339,(Rs. 3660 OFF),https://www.myntra.com/kurta-sets/varanga/varanga-women-mauve-zari-yoke-design-chanderi-silk-kurta-with-trousers--dupatta/12541372/buy,4.2,1.6k Verified Buyers
F,ethnic-wear,,Libas,Printed Kurta Set & Dupatta,Rs. 1499,(Rs. 1000 OFF),https://www.myntra.com/kurta-sets/libas/libas-women-blue--off-white-printed-kurta-with-palazzos--dupatta/11917522/buy,4.3,1.6k Verified Buyers
F,ethnic-wear,,Popnetic,Women Printed Straight Kurta,Rs. 489,(Rs. 910 OFF),https://www.myntra.com/kurtas/popnetic/popnetic-women-green--golden-printed-straight-kurta/11066882/buy,4.4,2.8k Verified Buyers
F,ethnic-wear,,AHIKA,Printed Kurta with Trousers & Dupatta,Rs. 1386,(Rs. 2362 OFF),https://www.myntra.com/kurta-sets/ahika/ahika-women-peach-coloured--green-printed-pure-cotton-kurta-with-trousers--dupatta/14038090/buy,3.9,6.5k Verified Buyers
F,ethnic-wear,,Anubhutee,Women Printed Kurta Sets,Rs. 1279,(Rs. 1920 OFF),https://www.myntra.com/kurta-sets/anubhutee/anubhutee-women-pink-ethnic-motifs-printed-pure-cotton-kurta-with-palazzos--dupatta/14823542/buy,4.4,810 Verified Buyers
F,ethnic-wear,,Ahalyaa,Kurti with Sharara & Dupatta,Rs. 2201,(Rs. 3303 OFF),https://www.myntra.com/kurta-sets/ahalyaa/ahalyaa-women-maroon--gold-printed-kurti-with-sharara--dupatta/12246214/buy,4,1.1k Verified Buyers
F,ethnic-wear,,Myshka,Kurta with Palazzos & Dupatta,Rs. 1349,(Rs. 1650 OFF),https://www.myntra.com/kurta-sets/myshka/myshka-women-black-regular-pure-cotton-kurta-with-palazzos--with-dupatta/15828674/buy,4.2,2.6k Verified Buyers
F,ethnic-wear,,Fabindia,Printed Cotton Straight Kurta,,0,https://www.myntra.com/kurtas/fabindia/fabindia-women-teal-blue-printed-pure-cotton-straight-kurta/15669654/buy,4.8,8 Verified Buyers
F,ethnic-wear,,Saree mall,Poly Georgette Saree,Rs. 1529,(Rs. 2970 OFF),https://www.myntra.com/sarees/saree-mall/saree-mall-mustard-party-wear-saree-with-matching-blouse/14984834/buy,,
F,ethnic-wear,,Libas,Printed Anarkali Kurta,Rs. 949,(Rs. 950 OFF),https://www.myntra.com/kurtas/libas/libas-women-navy-blue--beige-printed-anarkali-kurta/2440697/buy,4.5,220 Verified Buyers
F,ethnic-wear,,AHIKA,Printed Straight Kurta,Rs. 490,(43% OFF),https://www.myntra.com/kurtas/ahika/ahika-women-sea-green--white-printed-straight-kurta/10808318/buy,3.9,3.8k Verified Buyers
F,ethnic-wear,,Ahalyaa,Women Printed Kurta with Palazzos With Dupatta,Rs. 2400,(Rs. 3600 OFF),https://www.myntra.com/kurta-sets/ahalyaa/ahalyaa-women-beige-floral-printed-regular-gotta-patti-kurta-with-palazzos--with-dupatta/14951330/buy,3.9,8.3k Verified Buyers
F,ethnic-wear,,Libas,Kurta with Long Ethnic Jacket,Rs. 1044,(Rs. 855 OFF),https://www.myntra.com/kurtas/libas/libas-crimson-a-line-kurta-with-long-ethnic-jacket/2388909/buy,2.8,196 Verified Buyers
F,ethnic-wear,,Fabindia,Women Solid Cotton Kurta,,0,https://www.myntra.com/kurtas/fabindia/fabindia-women-black-solid-cotton-kurta/15251134/buy,4.2,5.8k Verified Buyers
F,ethnic-wear,,Khushal K,Woven Design Kurta Set,Rs. 1899,(Rs. 2850 OFF),https://www.myntra.com/kurta-sets/khushal-k/khushal-k-women-white-woven-design-kurta-with-churidar--dupatta/13391080/buy,4.4,8 Verified Buyers
F,ethnic-wear,,Libas,Printed Kurta with Palazzos,Rs. 999,(Rs. 1000 OFF),https://www.myntra.com/kurta-sets/libas/libas-women-navy-blue--sea-green-printed-kurta-with-palazzos/12741898/buy,4.4,802 Verified Buyers
F,ethnic-wear,,Vishudh,Printed Straight Kurta,Rs. 517,(Rs. 632 OFF),https://www.myntra.com/kurtas/vishudh/vishudh-women-black--golden-printed-straight-kurta/2110558/buy,4.3,6.5k Verified Buyers
F,ethnic-wear,,Ahalyaa,Print Maxi Dress With Dupatta,Rs. 1662,(Rs. 2713 OFF),https://www.myntra.com/dresses/ahalyaa/ahalyaa-women-dusty-pink--golden-printed-maxi-dress-with-attached-dupatta/11569054/buy,4,19.8k Verified Buyers
F,ethnic-wear,,Moda Rapido,Motifs Print Cotton Kurta,Rs. 1259,(Rs. 840 OFF),https://www.myntra.com/kurtas/moda-rapido/moda-rapido-women-blue--mustard-yellow-ethnic-motifs-print-gathered-cotton-a-line-kurta/15156094/buy,4.2,597 Verified Buyers
F,ethnic-wear,,Varanga,Mustard Marigold Kurta,Rs. 681,(Rs. 1518 OFF),https://www.myntra.com/kurtas/varanga/varanga-mustard-marigold-cotton-straight-kurta/8529019/buy,4.7,6 Verified Buyers
F,ethnic-wear,,Anouk,Printed Kurta with Palazzos,Rs. 1079,(Rs. 720 OFF),https://www.myntra.com/kurta-sets/anouk/anouk-women-yellow--white-printed-kurta-with-palazzos/13791594/buy,3.8,11.6k Verified Buyers
F,ethnic-wear,,Yuris,Printed Kurta with Palazzos & Dupatta,Rs. 1375,(Rs. 2924 OFF),https://www.myntra.com/kurta-sets/yuris/yuris-women-green--peach-coloured-printed-kurta-with-palazzos--dupatta/13027872/buy,4.3,2.2k Verified Buyers
F,ethnic-wear,,Fabindia,Women Checked Straight Kurta,,0,https://www.myntra.com/kurtas/fabindia/fabindia-women-teal-green--golden-checked-straight-kurta/15669682/buy,4.3,2.4k Verified Buyers
F,ethnic-wear,,Ishin,Kurta with Sharara & Dupatta,Rs. 3666,(Rs. 5983 OFF),https://www.myntra.com/kurta-sets/ishin/ishin-women-peach-coloured-embroidered-kurta-with-sharara--dupatta/13563222/buy,,
F,ethnic-wear,,Deewa,Ethnic Printed Maxi Dress,Rs. 742,(Rs. 907 OFF),https://www.myntra.com/dresses/deewa/deewa-maroon--beige-ethnic-printed-maxi-dress/13435636/buy,4.2,71 Verified Buyers
F,ethnic-wear,,Libas,Women Printed Kurta with Palazzos & Dupatta,Rs. 1924,(Rs. 1575 OFF),https://www.myntra.com/kurta-sets/libas/libas-women-pink--silver-printed-kurta-with-palazzos--dupatta/7319901/buy,4.2,4k Verified Buyers
F,ethnic-wear,,Mitera,Woven Design Kanjeevaram Saree,Rs. 1499,(Rs. 4500 OFF),https://www.myntra.com/sarees/mitera/mitera-navy-blue--gold-coloured-silk-blend-woven-design-kanjeevaram-saree/11076740/buy,4.2,10.6k Verified Buyers
F,ethnic-wear,,ZIYAA,Yoke Design Kurta with Trousers,Rs. 929,(Rs. 1582 OFF),https://www.myntra.com/kurta-sets/ziyaa/ziyaa-women-magenta--black-yoke-design-kurta-with-trousers/11674686/buy,4.1,3.9k Verified Buyers
F,ethnic-wear,,Anouk,Printed A-Line Kurta,Rs. 1079,(Rs. 720 OFF),https://www.myntra.com/kurtas/anouk/anouk-women-blue-printed-a-line-kurta/10297751/buy,3.7,4k Verified Buyers
F,ethnic-wear,,KALINI,Ethnic Motifs Saree,Rs. 599,(Rs. 1398 OFF),https://www.myntra.com/sarees/kalini/kalini-black--green-ethnic-motifs-fusion-saree/14975358/buy,4,2.5k Verified Buyers
F,ethnic-wear,,ZIYAA,Yoke Design Kurta with Trousers,Rs. 976,(Rs. 1984 OFF),https://www.myntra.com/kurta-sets/ziyaa/ziyaa-women-cream-coloured-yoke-design-kurta-with-trousers/13681788/buy,4,333 Verified Buyers
F,ethnic-wear,,Soch,Women Embroidered Kurta,,0,https://www.myntra.com/kurtas/soch/soch-women-mustard-yellow-yoke-embroidered-mirror-work-kurta/15867786/buy,3.5,1.7k Verified Buyers
F,ethnic-bottomwear,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/15871736/2021/10/21/df1080a6-1e03-42b2-85ae-690b623060e21634776751465TAG7WomenBlackSolidAnkle-LengthLeggings1.jpg",Taavi,Kalamkari Block Print Skirt,Rs. 1079,(Rs. 1320 OFF),,,
